name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,pctCalm,pctEnergetic,pctHappy,pctSad
I'm Gonna Miss Her BY Brad Paisl...,0.5971301769043743,0.472972972972973,0.37209302325581395,0.0,0.08997692899256599,0.4507992662473794,0.0068679124740456746,0.2491173720712801,0.27985948477751754,0.39608574,0.029367855,0.04852174,0.5260246
God And Country Music BY George Str...,0.7893349173030959,0.4540540540540541,0.36107711138310894,0.0003408304498269896,0.1027941553447834,0.6696802935010482,0.008465101421498158,0.5872650395612677,0.2306791569086651,0.18123777,0.010414442,0.010289031,0.79805875
Whiskey Kinda Night BY William Mi...,0.549350467426726,0.5878378378378378,0.41003671970624234,2.508650519031142e-05,0.12201999487310944,0.5619758909853249,0.002236064526433476,0.28160366168487744,0.06088992974238874,0.28646708,0.03714746,0.017947417,0.65843797
Phone Call to God BY Brett Eldr...,0.2811325528590184,0.16621621621621624,0.5422276621787026,0.0,0.1758523455524224,0.6181210691823898,0.021881488580099022,0.17852109236544283,0.20140515222482433,0.13949537,0.31887576,0.17291833,0.36871055
Wild World BY Kip Moore...,0.06710117244891643,0.5783783783783784,0.3525091799265605,0.0,0.1027941553447834,0.4901074423480083,0.04536016610765053,0.6099272965769387,0.12997658079625293,0.23670088,0.24410765,0.078577526,0.4406139
Cover Me Up BY Morgan Wal...,0.25615679563206584,0.427027027027027,0.3390452876376988,1.2162629757785467e-05,0.10792104588567031,0.5426493710691823,0.0068679124740456746,0.4559244219310364,0.09718969555035128,0.21170829,0.123348586,0.04587875,0.61906433
This Damn Song BY Pecos & th...,0.20946298864254587,0.5905405405405405,0.38188494492044056,0.0,0.2976159958984876,0.6436713836477986,0.015013576106053347,0.4014526730020513,0.063231850117096,0.19283246,0.14908186,0.036026753,0.6220589
Better Boat (feat. Mindy Smith) BY Kenny Ches...,0.897925166115933,0.4932432432432432,0.12851897184822522,3.892733564013841e-05,0.12330171750833119,0.34512578616352196,0.011659479316403133,0.5662633789648484,0.3302107728337237,0.37066835,0.0016343931,0.005341781,0.6223554
When The Stars Come Out BY Chris Stap...,0.27787484539463325,0.354054054054054,0.46022031823745413,0.0019550173010380624,0.08023583696488079,0.45138888888888873,0.0035138156843954604,0.5920654191261634,0.3489461358313817,0.22509399,0.17867944,0.22463942,0.37158722
Lady May BY Tyler Chil...,0.9565639004748651,0.44594594594594594,0.0,0.0004636678200692042,0.08741348372212251,0.21508123689727465,0.015971889474524832,0.1311452533456134,0.24590163934426226,0.37166104,0.0015371214,0.0041729845,0.62262887
Keep The Wolves Away BY Uncle Luci...,0.5645531022605231,0.6391891891891892,0.233782129742962,0.0010207612456747406,0.0938220968982312,0.41221174004192873,0.014214981632327109,0.4155468106780536,0.037470725995316145,0.34651113,0.012168512,0.0067906454,0.63452977
The Man Who Loves You The Most BY Zac Brown ...,0.26701582051334954,0.40135135135135136,0.5006119951040391,0.0,0.09638554216867468,0.6424921383647798,0.009103977000479158,0.6642874087718564,0.3840749414519906,0.14954652,0.22336024,0.2173834,0.40970987
Nothing Compares 2 U BY Jon Pardi...,0.1443088393548436,0.6351351351351352,0.4296205630354957,1.7093425605536332e-05,0.8103050499871828,0.6955581761006289,0.019805142948410792,0.44201867124377275,0.30327868852459017,0.17647353,0.20138372,0.09814825,0.52399445
No Hurry BY Zac Brown ...,0.4070972414819094,0.48108108108108094,0.45410036719706237,0.0,0.35273006921302225,0.7048611111111109,0.009263695895224404,0.5817459985208133,0.3454332552693208,0.17797846,0.09879019,0.08534115,0.63789016
Like A Cowboy BY Parker McC...,0.6633702286802049,0.3743243243243243,0.34638922888616885,4.2560553633217994e-06,0.07856959753909254,0.6405267295597483,0.01772879731672257,0.4361437881134788,0.12060889929742388,0.18408963,0.0202745,0.011718625,0.7839173
Porch Swing Angel BY Muscadine ...,0.9717665353086623,0.4175675675675675,0.30722154222766207,0.0,0.06959753909254038,0.5681341719077567,0.012458073790129372,0.5128103152342278,0.08782201405152223,0.19025528,0.0029962638,0.0025130343,0.8042354
Without You BY Luke Combs...,0.3332558722891802,0.422972972972973,0.6107711138310894,0.0,0.0835683158164573,0.691299790356394,0.011978917105893626,0.5536205188317216,0.28454332552693207,0.14211008,0.2715605,0.17576048,0.41056895
All Your Life BY The Band P...,0.24638367323891047,0.44189189189189193,0.4418604651162791,0.0,0.1643168418354268,0.7334250524109014,0.005111004631847951,0.48343589958275773,0.4016393442622951,0.15039136,0.19956382,0.18810256,0.4619422
Starting Over BY Chris Stap...,0.490711733067794,0.5797297297297297,0.4626682986536108,0.0007179930795847752,0.04191233017175084,0.5321671907756813,0.013735824948091356,0.18471693110618043,0.24121779859484774,0.38099524,0.070149936,0.07498089,0.4738739
So Much Like My Dad BY George Str...,0.628621349060097,0.4864864864864864,0.21664626682986535,0.00342560553633218,0.138682389130992,0.25615828092243187,0.006548474684555182,0.48104268709618897,0.23887587822014048,0.45232013,0.009259115,0.017336458,0.52108437
Stone BY Whiskey My...,0.2637581130489644,0.3094594594594594,0.3880048959608322,1.3494809688581316e-05,0.18738784926941807,0.584316037735849,0.012937230474365118,0.523262304461283,0.07494145199063229,0.15399672,0.15831108,0.046403345,0.64128894
Baseball on the Moon BY Erik Dylan...,0.3669188494211597,0.37972972972972974,0.4002447980416156,1.4342560553633219e-05,0.2014867982568572,0.46796383647798734,0.01389554384283661,0.5758780926863984,0.2365339578454332,0.25472274,0.09977571,0.08095814,0.5645434
I Got A Car BY George Str...,0.3604034344923895,0.531081081081081,0.576499388004896,0.0,0.10663932325044859,0.602528825995807,0.016131608369270085,0.5284534125954146,0.4215456674473067,0.21821047,0.18103525,0.26045913,0.34029517
She Don't Love You BY Eric Pasla...,0.36366114195677457,0.20405405405405402,0.21175030599755204,1.8858131487889274e-06,0.09894898743911817,0.5291535639412998,0.008944258105733911,0.08289027504500363,0.06791569086651053,0.23059872,0.05724687,0.027878992,0.68427545
Pretty Good At Drinkin' Beer BY Billy Curr...,0.4635641708645847,0.7567567567567567,0.6340269277845777,1.3910034602076123e-05,0.07318636247116123,0.8413915094339621,0.013735824948091356,0.3091011847448402,0.5491803278688524,0.2248987,0.13935713,0.28996947,0.34577468
Dance or Drink BY Shotgun Ri...,0.4755090982339968,0.5148648648648648,0.5067319461444307,0.0,0.1271468854139964,0.6743317610062892,0.007027631368790928,0.5260462455170876,0.43442622950819665,0.2304878,0.09667085,0.15375748,0.51908386
Where Rainbows Never Die BY The Steeld...,1.0,0.5324324324324324,0.2215422276621787,0.005432525951557094,0.0835683158164573,0.5028825995807128,0.00559016131608369,0.3544605852555783,0.2962529274004684,0.33011866,0.0016756533,0.0044810874,0.6637246
Can You Run BY The Steeld...,0.7535001351948596,0.2662162162162163,0.5850673194614443,5.657439446366783e-05,0.2014867982568572,0.7228773584905659,0.019645424053665553,0.9309596572752263,0.43442622950819665,0.13633125,0.045950133,0.07482295,0.7428956
Virginia BY Whiskey My...,0.20294757371377561,0.4243243243243243,0.3867809057527539,0.0020242214532871974,0.12330171750833119,0.6615566037735848,0.007187350263536174,0.46957201267076926,0.052693208430913324,0.14861465,0.18799365,0.044652693,0.61873895
Diamonds & Gasoline BY Turnpike T...,0.7274384754797788,0.35675675675675667,0.32190942472460216,0.0,0.14380927967187898,0.49154874213836475,0.010381728158441142,0.7492569179888642,0.405152224824356,0.2590849,0.013114413,0.03242833,0.69537234
Take Me To The Bottom BY The Cadill...,0.22683742845259977,0.5527027027027027,0.4749082007343941,2.958477508650519e-05,0.5270443476031786,0.6562499999999999,0.01181919821114838,0.5391356525864834,0.38992974238875877,0.18218164,0.19325693,0.16984777,0.45471367
If It Hadn't Been For Love BY The Steeld...,0.754586037682988,0.37972972972972974,0.34883720930232553,2.0069204152249136e-05,0.08869520635734426,0.6143867924528301,0.03833253473885961,0.6744812380513809,0.5011709601873536,0.25720334,0.015251202,0.046977825,0.68056756
Livin’ The Dream BY Morgan Wal...,0.6242777391075834,0.5567567567567567,0.7270501835985311,0.00837370242214533,0.22583952832607018,0.6986373165618448,0.006388755789809936,0.4492401724787541,0.38524590163934425,0.24230094,0.12063548,0.17442165,0.46264198
Stand Alone BY Morgan Wal...,0.338685384729822,0.3364864864864865,0.47123623011015914,4.775086505190311e-06,0.10535760061522684,0.6761006289308176,0.008944258105733911,0.595086588241861,0.07611241217798592,0.12659861,0.16273841,0.044083815,0.6665791
The Best Day BY George Str...,0.7730463799811703,0.5878378378378378,0.35740514075887386,0.0,0.38477313509356575,0.6480607966457022,0.011978917105893626,0.4861989087509245,0.24121779859484774,0.22118334,0.008707133,0.008906144,0.76120335
Then Again BY Mitch Ross...,0.5374055400573139,0.4621621621621622,0.45899632802937573,0.0,0.12458344014355294,0.6521226415094339,0.004472129052866952,0.5807621998018448,0.2740046838407494,0.2063953,0.06004544,0.052867383,0.68069184
I Called Mama BY Tim McGraw...,0.61993412915507,0.3918918918918919,0.5618115055079559,8.339100346020761e-06,0.14252755703665723,0.6232966457023059,0.017569078421977316,0.16421065851718514,0.4707259953161592,0.29912636,0.074874856,0.20723899,0.4187597
Skin (Sarabeth) BY Rascal Fla...,0.5243747101997734,0.3716216216216216,0.17013463892288858,0.00020934256055363322,0.138682389130992,0.43664832285115296,0.009103977000479158,0.5387867877925232,0.14051522248243561,0.24462192,0.0150042055,0.011263639,0.7291102
You Should Probably Leave BY Chris Stap...,0.2909056752521737,0.531081081081081,0.3880048959608322,5.363321799307959e-05,0.17457062291720069,0.5334774633123689,0.014534419421817601,0.8459273523953057,0.5152224824355972,0.23685177,0.10746132,0.21327363,0.44241324
Maggie's Song BY Chris Stap...,0.43750251114950384,0.6270270270270271,0.39290085679314557,0.0009100346020761246,0.19892335298641373,0.5126441299790355,0.033061811212266416,0.491592358465553,0.4250585480093676,0.37826586,0.057008535,0.10748087,0.45724478
Sand In My Boots BY Morgan Wal...,0.640566276429509,0.26216216216216215,0.4614443084455324,0.0,0.09638554216867468,0.6512054507337526,0.012937230474365118,0.050424917319043805,0.3536299765807962,0.26922983,0.055762213,0.09830171,0.5767062
Whiskey’d My Way BY Morgan Wal...,0.6546830087751779,0.3162162162162162,0.438188494492044,0.0038927335640138406,0.07895411432965904,0.6679114255765198,0.005909599105574183,0.8590028048729434,0.2470725995316159,0.13673455,0.032578245,0.025649846,0.8050373
Somebody’s Problem BY Morgan Wal...,0.71332174313411,0.6067567567567568,0.4626682986536108,0.0,0.1104844911561138,0.5825471698113207,0.009583133684714897,0.5185316978551793,0.594847775175644,0.37474966,0.023469327,0.1219721,0.47980887
Bandaid On A Bullet Hole - Bonus BY Morgan Wal...,0.8620903840076968,0.4513513513513514,0.3916768665850673,0.0,0.10535760061522684,0.6435403563941299,0.01149976042165788,0.6428182693515301,0.3266978922716628,0.2100549,0.00886806,0.014771811,0.76630527
Talkin' Tennessee BY Morgan Wal...,0.6166764216906849,0.6662162162162162,0.6744186046511627,0.0,0.08613176108690077,0.6466850104821802,0.0030346590001597146,0.26051827353790763,0.4519906323185011,0.33313128,0.088636406,0.21474671,0.36348557
Maybe It's Time BY Bradley Co...,0.8664339939602104,0.6621621621621621,0.14932680538555684,2.1280276816608997e-06,0.07856959753909254,0.5842505241090146,0.023159239738061013,0.11949316922733427,0.2892271662763466,0.36259636,0.0021904807,0.0045170486,0.63069606
Asking For A Friend BY Devin Daws...,0.2583286006083226,0.681081081081081,0.4492044063647491,1.295847750865052e-05,0.09510381953345295,0.5932914046121593,0.015971889474524832,0.42112167008554163,0.38992974238875877,0.2885835,0.15305614,0.18518288,0.37317744
Life of a Workin' Man BY Creed Fish...,0.7415552078254477,0.5608108108108107,0.5813953488372092,0.0,0.40271725198667,0.7643474842767295,0.007826225842517166,0.45605699055274135,0.455503512880562,0.23089379,0.037364617,0.07397764,0.6577639
Alabama Pines BY Jason Isbe...,0.3549739220517476,0.358108108108108,0.4847001223990208,0.0,0.09510381953345295,0.4221042976939203,0.013576106053346103,0.2624230753129317,0.17096018735362997,0.303198,0.15883884,0.120358065,0.4176051
Cheers BY ERNEST...,0.7730463799811703,0.40405405405405403,0.6805385556915544,2.1453287197231833e-05,0.41937964624455265,0.7481001048218028,0.027311931001437466,0.7620393240395751,0.41920374707259944,0.16734341,0.056018125,0.08298795,0.69365054
Whiskey Lullaby (feat. Alison Krauss) BY Brad Paisl...,0.8859802387465209,0.4202702702702703,0.21175030599755204,0.0,0.19379646244552676,0.33149895178197064,0.011659479316403133,0.08034356204909227,0.10070257611241218,0.38419497,0.0032624723,0.0044607255,0.6080818
Mo Bamba BY Sheck Wes...,0.2909056752521737,0.7148648648648648,0.5740514075887393,0.001972318339100346,0.16175339656498333,0.7655922431865827,0.042485226002236066,0.5820250903559818,0.24238875878220137,0.18546124,0.23467205,0.0972144,0.4826523
Let Me Love You (Until You Learn To Love Yourself) BY Ne-Yo...,0.2691876254896063,0.6067567567567568,0.6328029375764994,0.0,0.4245065367854396,0.6512054507337526,0.026193898738220735,0.4344064414395557,0.15925058548009366,0.1803023,0.2999601,0.104850896,0.4148867
Headlines BY Drake...,0.3962382166006257,0.577027027027027,0.496940024479804,0.0006107266435986159,0.07036657267367341,0.6163522012578615,0.13272640153330137,0.6226817934441329,0.36651053864168615,0.31324703,0.14038123,0.12650317,0.4198686
Gravity BY John Mayer...,0.7936785272556094,0.7351351351351351,0.20318237454100366,0.0022664359861591698,0.26044603947705713,0.43795859538784065,0.01804823510621307,0.4266546657177545,0.14637002341920372,0.36243683,0.002802481,0.0030757252,0.63168496
I Got You BY Jack Johns...,0.6622843261920766,0.9324324324324323,0.2925336597307222,2.629757785467128e-05,0.07113560625480644,0.6561189727463311,0.024117553106532498,0.24711488815394705,0.5058548009367682,0.4774445,0.009755833,0.03261601,0.48018372
I Won't Give Up BY Jason Mraz...,0.7535001351948596,0.508108108108108,0.17503059975520194,0.0,0.1002307100743399,0.42649371069182385,0.026992493211946973,0.5166896917430681,0.03512880562060888,0.26540112,0.003969545,0.0025483232,0.7280811
Slow Dancing in a Burning Room BY John Mayer...,0.6242777391075834,0.6189189189189189,0.2460220318237454,0.008754325259515573,0.05601127915918996,0.5161163522012578,0.007027631368790928,0.49795565230739175,0.20843091334894612,0.3146822,0.011033286,0.011417801,0.6628668
Marry Me BY Train...,0.9055264835328316,0.3405405405405405,0.1309669522643819,3.5121107266435986e-05,0.08997692899256599,0.527646750524109,0.007826225842517166,0.1763023122758544,0.4320843091334894,0.32331958,0.0024885482,0.011032597,0.66315925
Everything BY Michael Bu...,0.423385778803835,0.6445945945945947,0.646266829865361,1.7820069204152252e-06,0.07126377851832863,0.7591063941299789,0.003992972368631206,0.4219519682951675,0.44613583138173296,0.19775696,0.18255103,0.25739405,0.36229804
"1, 2, 3, 4 BY Plain Whit...",0.6145046167144281,0.3364864864864865,0.4773561811505508,2.4048442906574396e-05,0.09125865162778773,0.6208071278825995,0.005270723526593198,0.1947363279887247,0.5245901639344263,0.28704143,0.056586366,0.20488505,0.45148715
Hey There Delilah BY Plain Whit...,0.9467907780817097,0.6040540540540541,0.1603427172582619,0.0,0.09894898743911817,0.3928197064989518,0.010222009263695896,0.28830884302479737,0.21779859484777517,0.3841525,0.0015218573,0.0032304372,0.6110952
Photograph BY Ed Sheeran...,0.6590266187276914,0.5472972972972973,0.2680538555691554,0.0008027681660899655,0.07921045885670339,0.3988469601677148,0.03945056700207635,0.3163436178674593,0.10421545667447307,0.3985642,0.011017877,0.009385457,0.58103245
Say You Won't Let Go BY James Arth...,0.754586037682988,0.2013513513513513,0.4859241126070991,0.0,0.06844398872084081,0.6007599580712788,0.05765852100303465,0.15624258662312834,0.4473067915690866,0.31846565,0.040837005,0.11986059,0.5208367
